pokemon_1,pokemon_2,pokemon_3,pokemon_4,pokemon_5,pokemon_6
Great Tusk,Rillaboom,Sneasler,Samurott-Hisui,Heatran,Enamorus
Ribombee,Great Tusk,Gholdengo,Manaphy,Kingambit,Iron Moth
Ribombee,Ogerpon-Wellspring,Great Tusk,Gholdengo,Iron Valiant,Kingambit
Charizard,Walking Wake,Great Tusk,Torkoal,Lilligant-Hisui,Roaring Moon
Ribombee,Ogerpon-Wellspring,Great Tusk,Gholdengo,Iron Valiant,Kingambit
Landorus-Therian,Kingambit,Cinderace,Salamence,Greninja-*,Clefable
Zamazenta-*,Ogerpon-Wellspring,Moltres,Great Tusk,Clefable,Slowking-Galar
Gliscor,Garchomp,Ninetales-Alola,Ursaluna-Bloodmoon,Iron Moth,Kingambit
Okidogi,Clefable,Great Tusk,Grimmsnarl,Ursaluna-Bloodmoon,Sinistcha-Masterpiece
Glimmora,Zamazenta-*,Kingambit,Ogerpon-Wellspring,Iron Moth,Iron Valiant
Dragapult,Samurott-Hisui,Slowking-Galar,Great Tusk,Gliscor,Gholdengo
Glimmora,Zamazenta-*,Kingambit,Ogerpon-Wellspring,Iron Moth,Iron Valiant
Glimmora,Zamazenta-*,Kingambit,Ogerpon-Wellspring,Iron Moth,Iron Valiant
Gliscor,Kingambit,Torkoal,Clefable,Heatran,Ninetales-Alola
Empoleon,Ursaluna-Bloodmoon,Enamorus,Mandibuzz,Cinderace,Sneasler
Glimmora,Zamazenta-*,Kingambit,Ogerpon-Wellspring,Iron Moth,Iron Valiant
Basculegion,Pelipper,Ogerpon-Wellspring,Zapdos,Scizor,Iron Treads
Glimmora,Zamazenta-*,Kingambit,Ogerpon-Wellspring,Iron Moth,Iron Valiant
Empoleon,Ursaluna-Bloodmoon,Enamorus,Mandibuzz,Cinderace,Sneasler
Glimmora,Zamazenta-*,Kingambit,Ogerpon-Wellspring,Iron Moth,Iron Valiant
Glimmora,Zamazenta-*,Kingambit,Ogerpon-Wellspring,Iron Moth,Iron Valiant
Kingambit,Rillaboom,Sneasler,Gliscor,Ursaluna,Dragapult
Glimmora,Zamazenta-*,Kingambit,Ogerpon-Wellspring,Iron Moth,Iron Valiant
Ting-Lu,Iron Valiant,Clodsire,Dragonite,Gholdengo,Great Tusk
Ribombee,Gholdengo,Great Tusk,Enamorus,Lilligant-Hisui,Ceruledge
Glimmora,Zamazenta-*,Kingambit,Ogerpon-Wellspring,Iron Moth,Iron Valiant
Glimmora,Zamazenta-*,Kingambit,Ogerpon-Wellspring,Iron Moth,Iron Valiant
Great Tusk,Zamazenta-*,Heatran,Blissey,Toxapex,Ursaluna-Bloodmoon
Ninetales-Alola,Baxcalibur,Kingambit,Manaphy,Dragonite,Iron Moth
Samurott-Hisui,Ogerpon,Iron Valiant,Baxcalibur,Ninetales-Alola,Manaphy
Ninetales-Alola,Baxcalibur,Kingambit,Manaphy,Dragonite,Iron Moth
Pelipper,Basculegion,Manaphy,Zapdos,Iron Treads,Kingambit
Ninetales-Alola,Baxcalibur,Kingambit,Manaphy,Dragonite,Iron Moth
Pelipper,Manaphy,Basculegion,Kingambit,Clodsire,Tornadus-Therian
Samurott-Hisui,Ogerpon-Hearthflame,Iron Valiant,Baxcalibur,Ninetales-Alola,Manaphy
Ninetales-Alola,Baxcalibur,Kingambit,Manaphy,Dragonite,Iron Moth
Heatran,Ting-Lu,Amoonguss,Enamorus,Iron Valiant,Crawdaunt
Ninetales-Alola,Baxcalibur,Kingambit,Manaphy,Dragonite,Iron Moth
Ninetales-Alola,Baxcalibur,Kingambit,Manaphy,Dragonite,Iron Moth
Iron Moth,Ogerpon-Hearthflame,Garchomp,Walking Wake,Greninja-*,Jirachi
Conkeldurr,Samurott-Hisui,Cinderace,Zapdos,Slowking,Ursaluna-Bloodmoon
Glimmora,Zamazenta-*,Kingambit,Ogerpon-Wellspring,Iron Moth,Iron Valiant
Landorus-Therian,Scream Tail,Dragapult,Zamazenta-*,Samurott-Hisui,Garganacl
Gholdengo,Ting-Lu,Meowscarada,Dragonite,Moltres,Dondozo
Sneasler,Gholdengo,Ting-Lu,Dragonite,Great Tusk,Samurott-Hisui
Cinderace,Azumarill,Ting-Lu,Enamorus,Hatterene,Gholdengo
Samurott-Hisui,Gholdengo,Landorus-Therian,Amoonguss,Ting-Lu,Iron Valiant
Samurott-Hisui,Gholdengo,Sandy Shocks,Iron Valiant,Walking Wake,Kingambit
Iron Thorns,Walking Wake,Heatran,Meowscarada,Great Tusk,Enamorus
Samurott-Hisui,Gholdengo,Landorus-Therian,Amoonguss,Ting-Lu,Iron Valiant
Cinderace,Clodsire,Zapdos,Garganacl,Cresselia,Dondozo
Gholdengo,Slowking-Galar,Moltres,Great Tusk,Meowscarada,Kingambit
Samurott-Hisui,Sandy Shocks,Gholdengo,Iron Valiant,Kingambit,Walking Wake
Sneasler,Gholdengo,Ting-Lu,Dragonite,Great Tusk,Samurott-Hisui
Gholdengo,Slowking-Galar,Moltres,Great Tusk,Meowscarada,Kingambit
Dragonite,Zamazenta-*,Sneasler,Garchomp,Gholdengo,Ting-Lu
Sneasler,Gholdengo,Ting-Lu,Dragonite,Great Tusk,Samurott-Hisui
Masquerain,Braviary-Hisui,Gholdengo,Baxcalibur,Landorus-Therian,Arcanine-Hisui
Cinderace,Muk-Alola,Dondozo,Landorus-Therian,Zamazenta-*,Scream Tail
Gholdengo,Slowking-Galar,Moltres,Great Tusk,Meowscarada,Kingambit
Samurott-Hisui,Gholdengo,Landorus-Therian,Amoonguss,Ting-Lu,Iron Valiant
Ting-Lu,Zamazenta-*,Enamorus,Gholdengo,Iron Valiant,Great Tusk
Ting-Lu,Gholdengo,Great Tusk,Scream Tail,Moltres,Baxcalibur
Great Tusk,Thundurus-Therian,Landorus-Therian,Moltres,Samurott-Hisui,Tinkaton
Dondozo,Ting-Lu,Moltres,Meowscarada,Dragonite,Gholdengo
Meowscarada,Maushold,Great Tusk,Moltres,Dondozo,Enamorus
Torkoal,Arcanine-Hisui,Lilligant-Hisui,Great Tusk,Hatterene,Walking Wake
Gholdengo,Ting-Lu,Meowscarada,Dragonite,Moltres,Dondozo
Ting-Lu,Gholdengo,Moltres,Great Tusk,Scream Tail,Sneasler
Greninja-*,Landorus-Therian,Great Tusk,Heatran,Dragonite,Gholdengo
Gholdengo,Ting-Lu,Meowscarada,Dragonite,Moltres,Dondozo
Enamorus,Zapdos,Iron Treads,Meowscarada,Zamazenta-*,Sneasler
Great Tusk,Torkoal,Walking Wake,Brute Bonnet,Kingambit,Iron Moth
Dondozo,Ting-Lu,Moltres,Meowscarada,Dragonite,Gholdengo
Baxcalibur,Abomasnow,Cetitan,Cinderace,Sneasler,Gholdengo
Samurott-Hisui,Kingambit,Sandy Shocks,Gholdengo,Iron Valiant,Walking Wake
Torkoal,Walking Wake,Brute Bonnet,Iron Moth,Great Tusk,Kingambit
Ting-Lu,Gholdengo,Great Tusk,Scream Tail,Moltres,Baxcalibur
Torkoal,Roaring Moon,Slither Wing,Walking Wake,Great Tusk,Cinderace
Gholdengo,Ting-Lu,Meowscarada,Dragonite,Moltres,Dondozo
Great Tusk,Slowking-Galar,Thundurus-Therian,Azumarill,Baxcalibur,Meowscarada
Dondozo,Ting-Lu,Moltres,Meowscarada,Dragonite,Gholdengo
Dondozo,Ting-Lu,Moltres,Meowscarada,Dragonite,Gholdengo
Sneasler,Great Tusk,Garganacl,Moltres,Dragonite,Meowscarada
Dondozo,Ting-Lu,Moltres,Meowscarada,Dragonite,Gholdengo
Garganacl,Magnezone,Gholdengo,Great Tusk,Dragonite,Meowscarada
Meowscarada,Samurott-Hisui,Enamorus,Gholdengo,Great Tusk,Sneasler
Dondozo,Ting-Lu,Moltres,Meowscarada,Dragonite,Gholdengo
Samurott-Hisui,Kingambit,Sandy Shocks,Gholdengo,Iron Valiant,Walking Wake
Samurott-Hisui,Gholdengo,Iron Valiant,Slowking-Galar,Zamazenta-*,Landorus-Therian
Dondozo,Ting-Lu,Moltres,Meowscarada,Dragonite,Gholdengo
Dragonite,Magnezone,Garganacl,Great Tusk,Toxapex,Iron Valiant
Gliscor,Slowking-Galar,Sneasler,Samurott-Hisui,Rillaboom,Corviknight
Alomomola,Slowking-Galar,Kingambit,Great Tusk,Thundurus-Therian,Cinderace
Enamorus,Slowking-Galar,Iron Treads,Great Tusk,Meowscarada,Moltres
Dragapult,Kingambit,Rotom-Wash,Great Tusk,Slowking-Galar,Moltres
Sneasler,Hoopa-Unbound,Grimmsnarl,Iron Treads,Azumarill,Zapdos
Great Tusk,Baxcalibur,Samurott-Hisui,Enamorus,Slowking-Galar,Corviknight
Alomomola,Slowking-Galar,Kingambit,Great Tusk,Thundurus-Therian,Cinderace
Alomomola,Weezing-Galar,Hoopa-Unbound,Zamazenta-*,Meowscarada,Heatran
Munkidori,Dragonite,Clefable,Walking Wake,Corviknight,Great Tusk
Weavile,Ursaluna-Bloodmoon,Ogerpon-Wellspring,Weezing-Galar,Landorus-Therian,Glimmora
Shiftry,Iron Moth,Rillaboom,Ursaluna-Bloodmoon,Brambleghast,Sneasler
Ninetales-Alola,Roaring Moon,Kingambit,Manaphy,Munkidori,Scizor
Tornadus-Therian,Gliscor,Alomomola,Blissey,Dondozo,Clodsire
Munkidori,Samurott-Hisui,Zapdos,Gholdengo,Great Tusk,Dragapult
Ting-Lu,Dragonite,Walking Wake,Meowscarada,Clodsire,Ursaluna-Bloodmoon
Ogerpon-Cornerstone,Roaring Moon,Iron Treads,Sneasler,Armarouge,Rillaboom
Torkoal,Kingambit,Iron Moth,Great Tusk,Roaring Moon,Walking Wake
Shiftry,Iron Moth,Rillaboom,Ursaluna-Bloodmoon,Brambleghast,Sneasler
Ogerpon-Cornerstone,Roaring Moon,Iron Treads,Sneasler,Armarouge,Rillaboom
Kingambit,Great Tusk,Samurott-Hisui,Iron Moth,Ribombee,Rillaboom
Ninetales-Alola,Ursaluna-Bloodmoon,Iron Moth,Zamazenta-*,Great Tusk,Hatterene
Weezing-Galar,Ursaluna-Bloodmoon,Cresselia,Greninja-*,Dragonite,Iron Valiant
Zamazenta-*,Ursaluna-Bloodmoon,Fezandipiti,Ribombee,Great Tusk,Kingambit
Ninetales-Alola,Ursaluna-Bloodmoon,Iron Moth,Zamazenta-*,Great Tusk,Hatterene
Sinistcha-Masterpiece,Tyranitar,Heatran,Rillaboom,Gholdengo,Sneasler
Shiftry,Iron Moth,Rillaboom,Ursaluna-Bloodmoon,Brambleghast,Sneasler
Ninetales-Alola,Ursaluna-Bloodmoon,Iron Moth,Zamazenta-*,Great Tusk,Hatterene
Alomomola,Corviknight,Sneasler,Kingambit,Weezing-Galar,Clodsire
Ninetales-Alola,Ursaluna-Bloodmoon,Iron Moth,Zamazenta-*,Great Tusk,Hatterene
Alomomola,Corviknight,Sneasler,Kingambit,Weezing-Galar,Clodsire
Volcanion,Samurott-Hisui,Iron Valiant,Great Tusk,Slowking-Galar,Dragonite
Great Tusk,Baxcalibur,Kingambit,Zapdos,Gholdengo,Samurott-Hisui
Dragonite,Kingambit,Enamorus,Baxcalibur,Glimmora,Zamazenta-*
Torkoal,Great Tusk,Iron Moth,Walking Wake,Kingambit,Brute Bonnet
Thundurus-Therian,Kingambit,Iron Valiant,Landorus-Therian,Cinderace,Goodra-Hisui
Muk-Alola,Magnezone,Enamorus,Great Tusk,Dragapult,Dragonite
Enamorus,Great Tusk,Slowking-Galar,Kingambit,Rotom-Wash,Dragapult
Garganacl,Sneasler,Dragapult,Great Tusk,Heatran,Rotom-Wash
Great Tusk,Baxcalibur,Kingambit,Zapdos,Gholdengo,Samurott-Hisui
Roaring Moon,Landorus-Therian,Great Tusk,Iron Valiant,Basculegion-F,Quaquaval
Zoroark-Hisui,Scream Tail,Orthworm,Roaring Moon,Kingambit,Iron Moth
Klefki,Gholdengo,Dragonite,Pawmot,Quaquaval,Great Tusk
Great Tusk,Dragapult,Iron Moth,Corviknight,Rotom-Wash,Garganacl
Walking Wake,Great Tusk,Hatterene,Torkoal,Roaring Moon,Ceruledge
Baxcalibur,Amoonguss,Garganacl,Ting-Lu,Gholdengo,Great Tusk
Great Tusk,Torkoal,Roaring Moon,Brute Bonnet,Hatterene,Ceruledge
Kingambit,Glimmora,Gholdengo,Azumarill,Ting-Lu,Great Tusk
Great Tusk,Torkoal,Roaring Moon,Brute Bonnet,Hatterene,Ceruledge
Greninja,Pelipper,Floatzel,Amoonguss,Iron Treads,Kingambit
Great Tusk,Torkoal,Roaring Moon,Brute Bonnet,Hatterene,Ceruledge
Great Tusk,Torkoal,Roaring Moon,Brute Bonnet,Hatterene,Ceruledge
Greninja,Pelipper,Floatzel,Amoonguss,Iron Treads,Kingambit
Great Tusk,Torkoal,Roaring Moon,Brute Bonnet,Hatterene,Ceruledge
Scizor,Hydreigon,Iron Moth,Iron Valiant,Brambleghast,Dragonite
Great Tusk,Torkoal,Roaring Moon,Brute Bonnet,Hatterene,Ceruledge
Pelipper,Barraskewda,Azumarill,Quaquaval,Orthworm,Amoonguss
Baxcalibur,Iron Hands,Gholdengo,Meowscarada,Spidops,Great Tusk
Iron Hands,Slowking,Azumarill,Scream Tail,Great Tusk,Kingambit
Great Tusk,Torkoal,Roaring Moon,Brute Bonnet,Hatterene,Ceruledge
Iron Hands,Gholdengo,Dondozo,Great Tusk,Hydreigon,Kingambit
Haxorus,Grimmsnarl,Orthworm,Hatterene,Ceruledge,Great Tusk
Weavile,Great Tusk,Breloom,Iron Valiant,Iron Moth,Kingambit
Cresselia,Conkeldurr,Ursaluna,Clawitzer,Slowking-Galar,Crawdaunt
Brambleghast,Shiftry,Tornadus,Volbeat,Illumise,Great Tusk
Iron Hands,Iron Jugulis,Azumarill,Pincurchin,Iron Treads,Iron Moth
Great Tusk,Torkoal,Roaring Moon,Brute Bonnet,Hatterene,Ceruledge
Brambleghast,Shiftry,Tornadus,Volbeat,Illumise,Great Tusk
Greninja-*,Pelipper,Barraskewda,Zapdos,Manaphy,Ting-Lu
Quaquaval,Sylveon,Ting-Lu,Dragonite,Garganacl,Persian
Baxcalibur,Ursaluna,Cinderace,Landorus-Therian,Enamorus,Zapdos
Toxapex,Cresselia,Heatran,Kingambit,Landorus-Therian,Great Tusk
Slowking-Galar,Landorus-Therian,Iron Valiant,Kingambit,Baxcalibur,Cinderace
Sneasler,Maushold,Hatterene,Indeedee,Armarouge,Polteageist
Leavanny,Chimecho,Dusknoir,Milotic,Ursaluna-Bloodmoon,Walking Wake
Landorus-Therian,Iron Valiant,Ursaluna-Bloodmoon,Dragapult,Kingambit,Samurott-Hisui
Brambleghast,Shiftry,Tornadus,Volbeat,Illumise,Great Tusk
Baxcalibur,Sandy Shocks,Dragonite,Iron Valiant,Gholdengo,Garganacl
Torkoal,Lilligant-Hisui,Walking Wake,Garganacl,Great Tusk,Corviknight
Samurott-Hisui,Gholdengo,Ting-Lu,Dragonite,Great Tusk,Dragapult
Zapdos,Ting-Lu,Great Tusk,Slowking-Galar,Garganacl,Sneasler
Baxcalibur,Sandy Shocks,Dragonite,Iron Valiant,Gholdengo,Garganacl
Overqwil,Pelipper,Basculegion,Kingambit,Zapdos,Clodsire
Baxcalibur,Sandy Shocks,Dragonite,Iron Valiant,Gholdengo,Garganacl
Sneasler,Wyrdeer,Sandy Shocks,Dragonite,Quaquaval,Gholdengo
Toxapex,Cresselia,Heatran,Kingambit,Landorus-Therian,Great Tusk
Corviknight,Dondozo,Cinderace,Garganacl,Landorus-Therian,Toxapex
Amoonguss,Zamazenta-*,Garganacl,Kingambit,Great Tusk,Enamorus
Great Tusk,Slowking-Galar,Kingambit,Baxcalibur,Enamorus,Cinderace
Roaring Moon,Torkoal,Gholdengo,Walking Wake,Corviknight,Gastrodon-East
Meowscarada,Ting-Lu,Gholdengo,Great Tusk,Dragapult,Kingambit
Meowscarada,Ting-Lu,Gholdengo,Great Tusk,Dragapult,Kingambit
Sandy Shocks,Meowscarada,Great Tusk,Skeledirge,Toxapex,Kingambit
Dragapult,Articuno-Galar,Lilligant-Hisui,Volcarona,Chien-Pao,Azumarill
Garganacl,Barraskewda,Basculegion-F,Iron Treads,Urshifu-*,Pelipper
Arcanine-Hisui,Chesnaught,Ting-Lu,Corviknight,Dragapult,Toxapex
Samurott-Hisui,Dragapult,Zamazenta-*,Volcarona,Articuno-Galar,Ursaluna
Dragapult,Great Tusk,Slowking,Baxcalibur,Volcarona,Kingambit
Iron Moth,Greninja,Great Tusk,Slowking,Kingambit,Corviknight
Sandy Shocks,Kingambit,Breloom,Roaring Moon,Azumarill,Iron Moth
Dragapult,Great Tusk,Kingambit,Iron Moth,Slowking,Dondozo
Sandy Shocks,Wo-Chien,Hatterene,Dragonite,Cinderace,Gholdengo
Glimmora,Kingambit,Lokix,Azumarill,Iron Moth,Walking Wake
Garganacl,Toxapex,Great Tusk,Hydreigon,Gholdengo,Kingambit
Torkoal,Hatterene,Walking Wake,Roaring Moon,Great Tusk,Typhlosion
Hydreigon,Iron Valiant,Great Tusk,Garganacl,Toxapex,Corviknight
Iron Moth,Greninja,Great Tusk,Slowking,Kingambit,Corviknight
Dragonite,Rotom-Wash,Cinderace,Garganacl,Kingambit,Great Tusk
Cacturne,Hydreigon,Kingambit,Scream Tail,Greninja,Baxcalibur
Roaring Moon,Gholdengo,Meowscarada,Iron Valiant,Garchomp,Iron Moth
Pincurchin,Hatterene,Iron Leaves,Iron Valiant,Iron Treads,Walking Wake
Orthworm,Dragonite,Roaring Moon,Great Tusk,Espathra,Breloom
Chien-Pao,Corviknight,Great Tusk,Toxapex,Iron Valiant,Blissey
Great Tusk,Garganacl,Cinderace,Corviknight,Iron Valiant,Clodsire
Walking Wake,Torkoal,Hatterene,Great Tusk,Roaring Moon,Brute Bonnet
Iron Leaves,Meowscarada,Orthworm,Walking Wake,Dragonite,Hatterene
Baxcalibur,Sandy Shocks,Dragapult,Corviknight,Great Tusk,Toxapex
Tauros-Paldea-Fire,Clodsire,Gholdengo,Dragonite,Ting-Lu,Toedscruel
Dudunsparce-Three-Segment,Kingambit,Amoonguss,Great Tusk,Tauros-Paldea-Fire,Dragapult
Annihilape,Chi-Yu,Chien-Pao,Great Tusk,Gholdengo,Dragonite
Dudunsparce-Three-Segment,Kingambit,Amoonguss,Great Tusk,Tauros-Paldea-Fire,Dragapult
Dudunsparce-Three-Segment,Kingambit,Amoonguss,Great Tusk,Tauros-Paldea-Fire,Dragapult
Meowscarada,Ting-Lu,Dondozo,Great Tusk,Dragonite,Iron Moth
Charizard,Torkoal,Great Tusk,Roaring Moon,Hatterene,Scovillain
Chi-Yu,Corviknight,Great Tusk,Scizor,Iron Valiant,Tyranitar
Garganacl,Glimmora,Dragapult,Clodsire,Great Tusk,Corviknight
Dudunsparce-Three-Segment,Kingambit,Amoonguss,Great Tusk,Tauros-Paldea-Fire,Dragapult
Ursaluna-Bloodmoon,Walking Wake,Dragapult,Maushold,Kingambit,Ogerpon-Wellspring
Gliscor,Clefable,Dondozo,Tornadus-Therian,Toxapex,Blissey
Iron Valiant,Gholdengo,Chi-Yu,Kingambit,Breloom,Orthworm
Charizard,Torkoal,Great Tusk,Roaring Moon,Hatterene,Scovillain
Hatterene,Chi-Yu,Amoonguss,Volcarona,Scizor,Tyranitar
Charizard,Torkoal,Great Tusk,Roaring Moon,Hatterene,Scovillain
Kingambit,Glimmora,Zamazenta-*,Iron Valiant,Iron Moth,Ogerpon-Wellspring
Gliscor,Clefable,Dondozo,Tornadus-Therian,Toxapex,Blissey
Gliscor,Clefable,Dondozo,Tornadus-Therian,Toxapex,Blissey
Munkidori,Ursaluna-Bloodmoon,Torkoal,Roaring Moon,Walking Wake,Enamorus
Clodsire,Gliscor,Dondozo,Blissey,Clefable,Shaymin
Gliscor,Clefable,Dondozo,Tornadus-Therian,Toxapex,Blissey
Zapdos-Galar,Weezing-Galar,Gliscor,Kingambit,Moltres,Dragapult
Gliscor,Clefable,Dondozo,Tornadus-Therian,Toxapex,Blissey
Gliscor,Clefable,Dondozo,Tornadus-Therian,Toxapex,Blissey
Kingambit,Glimmora,Zamazenta-*,Iron Valiant,Iron Moth,Ogerpon-Wellspring
Gliscor,Clefable,Dondozo,Tornadus-Therian,Toxapex,Blissey
Gliscor,Clefable,Dondozo,Tornadus-Therian,Toxapex,Blissey
Ribombee,Manaphy,Kingambit,Great Tusk,Iron Moth,Gholdengo
Gliscor,Clefable,Dondozo,Tornadus-Therian,Toxapex,Blissey
Gliscor,Clefable,Dondozo,Tornadus-Therian,Toxapex,Blissey
Cyclizar,Blissey,Alomomola,Dondozo,Weezing-Galar,Ting-Lu
Ninetales-Alola,Manaphy,Roaring Moon,Ogerpon-Hearthflame,Sneasler,Kommo-o
Gliscor,Clefable,Dondozo,Tornadus-Therian,Toxapex,Blissey
Tyranitar,Great Tusk,Ogerpon-Wellspring,Gliscor,Slowbro-Galar,Tornadus-Therian
Gliscor,Clefable,Dondozo,Tornadus-Therian,Toxapex,Blissey
Gliscor,Clefable,Dondozo,Tornadus-Therian,Toxapex,Blissey
Kingambit,Glimmora,Zamazenta-*,Iron Valiant,Iron Moth,Ogerpon-Wellspring
Ogerpon-Hearthflame,Torkoal,Walking Wake,Roaring Moon,Kingambit,Iron Moth
Gliscor,Clefable,Dondozo,Tornadus-Therian,Toxapex,Blissey
Ceruledge,Ogerpon-Wellspring,Iron Valiant,Kingambit,Dragonite,Glimmora
Gliscor,Clefable,Dondozo,Tornadus-Therian,Toxapex,Blissey
Gliscor,Clefable,Dondozo,Tornadus-Therian,Toxapex,Blissey
Ogerpon-Wellspring,Great Tusk,Gholdengo,Weavile,Gliscor,Amoonguss
Pelipper,Basculegion,Manaphy,Forretress,Sandy Shocks,Moltres-Galar
Mamoswine,Dragonite,Clefable,Meowscarada,Heatran,Azumarill
Gliscor,Clefable,Dondozo,Tornadus-Therian,Toxapex,Blissey
Torkoal,Ogerpon-Cornerstone,Walking Wake,Tornadus-Therian,Great Tusk,Corviknight
Gliscor,Clefable,Dondozo,Tornadus-Therian,Toxapex,Blissey
Kingambit,Glimmora,Iron Valiant,Gholdengo,Ogerpon-Hearthflame,Walking Wake
Pelipper,Basculegion-F,Zapdos,Overqwil,Iron Treads,Greninja-*
Kingambit,Iron Valiant,Cresselia,Samurott-Hisui,Great Tusk,Sneasler
Samurott-Hisui,Dragapult,Baxcalibur,Moltres-Galar,Kingambit,Gholdengo
Hoopa-Unbound,Rotom-Wash,Greninja-*,Amoonguss,Gholdengo,Meloetta
Ursaluna,Alomomola,Grimmsnarl,Hatterene,Clodsire,Volcanion
Greninja-*,Sneasler,Hoopa-Unbound,Iron Valiant,Amoonguss,Cinderace
Torkoal,Scizor,Great Tusk,Walking Wake,Roaring Moon,Tornadus-Therian
Greninja-*,Zapdos,Clodsire,Pelipper,Azumarill,Floatzel
Ogerpon-Hearthflame,Glimmora,Ursaluna-Bloodmoon,Iron Valiant,Kingambit,Roaring Moon
Mamoswine,Dragonite,Clefable,Meowscarada,Heatran,Azumarill
Dragapult,Samurott-Hisui,Gholdengo,Iron Valiant,Baxcalibur,Kingambit
Amoonguss,Dragapult,Zapdos,Glimmora,Great Tusk,Typhlosion
Ninetales-Alola,Baxcalibur,Kingambit,Manaphy,Dragonite,Iron Moth
Pelipper,Manaphy,Basculegion,Kingambit,Clodsire,Tornadus-Therian
Enamorus,Baxcalibur,Samurott-Hisui,Slowking-Galar,Lokix,Iron Treads
Greninja-*,Rotom-Wash,Gholdengo,Hoopa-Unbound,Hydreigon,Amoonguss
Pelipper,Manaphy,Basculegion,Kingambit,Clodsire,Tornadus-Therian
Hoopa-Unbound,Ursaluna,Hatterene,Cresselia,Iron Hands,Kingambit
Pelipper,Manaphy,Basculegion,Kingambit,Clodsire,Tornadus-Therian
Kingambit,Conkeldurr,Dragapult,Corviknight,Empoleon,Ursaluna-Bloodmoon
Roaring Moon,Kingambit,Iron Valiant,Samurott-Hisui,Baxcalibur,Iron Moth
Pelipper,Samurott-Hisui,Basculegion,Amoonguss,Iron Treads,Tornadus-Therian
Arcanine-Hisui,Iron Treads,Kingambit,Dragapult,Amoonguss,Enamorus-Therian
Pelipper,Samurott-Hisui,Basculegion,Amoonguss,Iron Treads,Tornadus-Therian
Dragapult,Baxcalibur,Cresselia,Enamorus,Zamazenta-*,Sandy Shocks
Pelipper,Samurott-Hisui,Basculegion,Amoonguss,Iron Treads,Tornadus-Therian
Pelipper,Basculegion-F,Samurott-Hisui,Amoonguss,Iron Treads,Tornadus-Therian
Sneasler,Rillaboom,Kingambit,Moltres,Sandy Shocks,Iron Valiant
Baxcalibur,Iron Moth,Ceruledge,Iron Valiant,Great Tusk,Breloom
Pelipper,Samurott-Hisui,Basculegion,Amoonguss,Iron Treads,Tornadus-Therian
Pelipper,Azumarill,Golduck,Clodsire,Gholdengo,Iron Jugulis
Meowscarada,Iron Moth,Gholdengo,Great Tusk,Iron Jugulis,Dragonite
Pelipper,Azumarill,Golduck,Clodsire,Gholdengo,Iron Jugulis
Garganacl,Breloom,Corviknight,Great Tusk,Dragapult,Gholdengo
Iron Hands,Toedscruel,Azumarill,Pincurchin,Iron Treads,Iron Moth
Pelipper,Azumarill,Golduck,Clodsire,Gholdengo,Iron Jugulis
Pelipper,Golduck,Drednaw,Tatsugiri-Droopy,Tinkaton,Kilowattrel
Walking Wake,Torkoal,Great Tusk,Hatterene,Roaring Moon,Dragonite
Pelipper,Azumarill,Golduck,Toedscruel,Orthworm,Dragonite
Ting-Lu,Iron Valiant,Clodsire,Dragapult,Gholdengo,Great Tusk
Pelipper,Azumarill,Golduck,Clodsire,Gholdengo,Iron Jugulis
Amoonguss,Garganacl,Dondozo,Clodsire,Great Tusk,Toxapex
Pelipper,Azumarill,Golduck,Clodsire,Gholdengo,Iron Jugulis
Volcarona,Dragapult,Kingambit,Iron Valiant,Great Tusk,Baxcalibur
Pelipper,Azumarill,Golduck,Clodsire,Gholdengo,Iron Jugulis
Pawmot,Roaring Moon,Kingambit,Ceruledge,Dragapult,Glimmora
Pelipper,Azumarill,Golduck,Clodsire,Gholdengo,Iron Jugulis
Dondozo,Gholdengo,Glimmora,Azumarill,Dragonite,Ting-Lu
Hydreigon,Pelipper,Azumarill,Floatzel,Gholdengo,Clodsire
Chien-Pao,Glimmora,Iron Valiant,Gholdengo,Ting-Lu,Rotom-Wash
Kingambit,Mimikyu,Cresselia,Enamorus-Therian,Hatterene,Hoopa-Unbound
Great Tusk,Zapdos,Slowking-Galar,Azumarill,Gholdengo,Ting-Lu
Cinderace,Slowking-Galar,Great Tusk,Enamorus,Wo-Chien,Cresselia
Samurott-Hisui,Kingambit,Sandy Shocks,Gholdengo,Iron Valiant,Walking Wake
Pelipper,Azumarill,Golduck,Clodsire,Gholdengo,Iron Jugulis
Ting-Lu,Azumarill,Corviknight,Gallade,Iron Moth,Dragapult
Samurott-Hisui,Sandy Shocks,Dragonite,Great Tusk,Iron Valiant,Gholdengo
Tornadus,Corviknight,Braviary-Hisui,Mabosstiff,Kingambit,Walking Wake
Clawitzer,Arboliva,Dragonite,Great Tusk,Sneasler,Ting-Lu
Samurott-Hisui,Iron Valiant,Baxcalibur,Kingambit,Gholdengo,Greninja-*
Cinderace,Dragonite,Garganacl,Iron Valiant,Gholdengo,Rotom-Wash
Ursaluna,Mimikyu,Cresselia,Enamorus-Therian,Hatterene,Meowscarada
Moltres,Slowking-Galar,Toxapex,Meowscarada,Sneasler,Zapdos
Sneasler,Garganacl,Heatran,Rotom-Wash,Great Tusk,Dragapult
Tornadus,Corviknight,Brambleghast,Braviary-Hisui,Kingambit,Ursaluna
Dragonite,Samurott-Hisui,Sneasler,Great Tusk,Gholdengo,Ting-Lu
Great Tusk,Zapdos,Slowking-Galar,Dragonite,Gholdengo,Samurott-Hisui
