pokemon_1,pokemon_2,pokemon_3,pokemon_4,pokemon_5,pokemon_6
Chansey,Toxapex,Quagsire,Corviknight,Clefable,Mandibuzz
Cinderace,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Torkoal,Rotom-Heat,Cinderace,Volcarona,Ninetales,Incineroar
Cinderace,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Magearna,Cinderace,Toxapex,Mandibuzz,Zeraora,Clefable
Thievul,Ferrothorn,Pincurchin,Zeraora,Scizor,Hawlucha
Cinderace,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Cinderace,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Tangrowth,Mandibuzz,Chansey,Shedinja,Skarmory,Ditto
Ferrothorn,Rotom-Wash,Tyranitar,Excadrill,Clefable,Dragapult
Buzzwole,Tapu Lele,Zapdos,Dragapult,Landorus-Therian,Melmetal
Ferrothorn,Rotom-Wash,Tyranitar,Excadrill,Clefable,Dragapult
Ninetales-Alola,Corviknight,Arctozolt,Landorus-Therian,Volcanion,Tornadus-Therian
Tapu Lele,Kartana,Weavile,Heatran,Toxapex,Landorus-Therian
Ferrothorn,Rotom-Wash,Tyranitar,Excadrill,Clefable,Dragapult
Garchomp,Melmetal,Slowbro,Tornadus-Therian,Landorus-Therian,Weavile
Kartana,Heatran,Landorus-Therian,Slowbro,Umbreon,Tapu Koko
Tapu Lele,Volcanion,Porygon2,Corviknight,Dragapult,Zeraora
Dragapult,Weavile,Garchomp,Corviknight,Slowking-Galar,Tapu Fini
Dragapult,Weavile,Garchomp,Corviknight,Slowking-Galar,Tapu Fini
Tornadus-Therian,Corviknight,Chansey,Quagsire,Toxapex,Tangrowth
Dragonite,Volcarona,Ferrothorn,Toxapex,Kartana,Hatterene
Tyranitar,Excadrill,Dragapult,Clefable,Slowbro,Zapdos
Ninetales-Alola,Ferrothorn,Dragapult,Garchomp,Tornadus-Therian,Victini
Mew,Slurpuff,Vanilluxe,Tapu Fini,Jirachi,Reuniclus
Landorus-Therian,Toxtricity,Volcarona,Rillaboom,Weavile,Hydreigon
Zapdos-Galar,Swampert,Kyurem,Jirachi,Victini,Rillaboom
Skarmory,Blissey,Landorus-Therian,Dragapult,Slowking-Galar,Volcarona
Kartana,Magnezone,Tapu Fini,Landorus-Therian,Corviknight,Slowking-Galar
Victini,Slowbro,Corviknight,Hydreigon,Landorus-Therian,Zeraora
Slowking-Galar,Heatran,Tangrowth,Pelipper,Urshifu-*,Clefable
Reuniclus,Garchomp,Skarmory,Volcarona,Clefable,Blissey
Kartana,Magnezone,Tapu Fini,Landorus-Therian,Corviknight,Slowking-Galar
Toxapex,Corviknight,Reuniclus,Clefable,Buzzwole,Garchomp
Tyranitar,Clefable,Tornadus-Therian,Toxapex,Dracozolt,Garchomp
Tornadus-Therian,Clefable,Toxapex,Hippowdon,Corviknight,Kyurem
Victini,Garchomp,Tapu Koko,Scizor,Landorus-Therian,Tapu Fini
Pelipper,Melmetal,Garchomp,Volcanion,Barraskewda,Tornadus-Therian
Victini,Garchomp,Tapu Koko,Scizor,Landorus-Therian,Tapu Fini
Victini,Garchomp,Tapu Koko,Scizor,Landorus-Therian,Tapu Fini
Suicune,Clefable,Kyurem,Corviknight,Jirachi,Garchomp
Hippowdon,Clefable,Toxapex,Tornadus-Therian,Volcarona,Aegislash
Sandaconda,Tyranitar,Corviknight,Dracozolt,Excadrill,Tapu Koko
Buzzwole,Slowking-Galar,Amoonguss,Dragapult,Landorus-Therian,Golisopod
Dragonite,Rotom-Wash,Melmetal,Weavile,Landorus-Therian,Volcarona
Garchomp,Ferrothorn,Clefable,Melmetal,Tornadus-Therian,Zeraora
Sandaconda,Tyranitar,Corviknight,Dracozolt,Excadrill,Tapu Koko
Rillaboom,Nidoking,Hawlucha,Slowbro,Blissey,Mandibuzz
Sandaconda,Tyranitar,Corviknight,Dracozolt,Excadrill,Tapu Koko
Grimmsnarl,Jirachi,Gyarados,Latios,Bisharp,Latias
Mamoswine,Dragonite,Kartana,Toxapex,Ferrothorn,Clefable
Grimmsnarl,Jirachi,Tapu Fini,Latios,Bisharp,Latias
Hatterene,Ferrothorn,Crawdaunt,Kyurem,Tapu Koko,Landorus-Therian
Buzzwole,Blacephalon,Landorus-Therian,Toxapex,Heatran,Dragapult
Azelf,Kartana,Blacephalon,Dragapult,Tapu Koko,Hydreigon
Milotic,Ferrothorn,Tapu Fini,Magnezone,Scizor,Garchomp
Azelf,Kartana,Blacephalon,Dragapult,Tapu Koko,Hydreigon
Blacephalon,Ferrothorn,Landorus-Therian,Tyranitar,Excadrill,Tapu Fini
Azelf,Kartana,Blacephalon,Dragapult,Tapu Koko,Hydreigon
Heatran,Tornadus-Therian,Landorus-Therian,Tapu Fini,Zeraora,Melmetal
Bisharp,Tapu Fini,Blacephalon,Scizor,Landorus-Therian,Araquanid
Landorus-Therian,Magnezone,Toxapex,Tornadus-Therian,Mew,Melmetal
Accelgor,Landorus-Therian,Dragonite,Blaziken,Tapu Fini,Melmetal
Kyurem,Corviknight,Landorus-Therian,Clefable,Dragapult,Melmetal
Slowbro-Galar,Latios,Cloyster,Grimmsnarl,Kartana,Druddigon
Dragapult,Volcarona,Mew,Garchomp,Cloyster,Bisharp
Grimmsnarl,Jirachi,Necrozma,Latios,Zeraora,Landorus-Therian
Melmetal,Zapdos,Rillaboom,Tapu Fini,Landorus-Therian,Heatran
Pincurchin,Tapu Fini,Indeedee,Rillaboom,Ditto,Mamoswine
Melmetal,Zapdos,Magnezone,Rillaboom,Tapu Fini,Landorus-Therian
Ditto,Blissey,Skarmory,Toxapex,Zeraora,Clefable
Hitmonchan,Durant,Hippowdon,Gyarados,Incineroar,Tapu Koko
Melmetal,Zapdos,Magnezone,Rillaboom,Tapu Fini,Landorus-Therian
Toxapex,Corviknight,Garchomp,Ditto,Gastrodon,Magnezone
Melmetal,Zapdos,Buzzwole,Rillaboom,Tapu Fini,Landorus-Therian
Tornadus-Therian,Toxapex,Corviknight,Garchomp,Clefable,Kyurem
Hatterene,Porygon2,Melmetal,Marowak-Alola,Cresselia,Crawdaunt
Slowking-Galar,Corviknight,Clefable,Toxapex,Tangrowth,Blissey
Dragapult,Heatran,Garchomp,Volcarona,Tornadus-Therian,Weavile
Pelipper,Barraskewda,Tornadus-Therian,Ferrothorn,Tapu Koko,Seismitoad
Dragapult,Kartana,Landorus-Therian,Tapu Lele,Slowking,Corviknight
Cloyster,Dragonite,Mew,Landorus-Therian,Zeraora,Kartana
Weavile,Tapu Fini,Mandibuzz,Heatran,Swampert,Kartana
Snorlax,Zapdos,Umbreon,Rotom-Mow,Nidoking,Weavile
Hippowdon,Dracozolt,Dragapult,Slowking,Corviknight,Excadrill
Blaziken,Landorus-Therian,Slowking,Mandibuzz,Zeraora,Kartana
Zapdos,Pelipper,Ferrothorn,Garchomp,Melmetal,Seismitoad
Toxapex,Excadrill,Clefable,Zapdos,Rillaboom,Chandelure
Blaziken,Landorus-Therian,Slowking,Mandibuzz,Zeraora,Kartana
Zapdos,Urshifu-*,Jirachi,Mamoswine,Hydreigon,Clefable
Cloyster,Dragonite,Mew,Landorus-Therian,Zeraora,Kartana
Victini,Zapdos,Tapu Fini,Ferrothorn,Dragapult,Landorus-Therian
Chansey,Quagsire,Toxapex,Clefable,Skarmory,Dragonite
Polteageist,Tapu Lele,Blacephalon,Hawlucha,Weavile,Tapu Fini
Arctozolt,Dragonite,Dragapult,Ninetales-Alola,Heatran,Rillaboom
Arctozolt,Dragonite,Dragapult,Ninetales-Alola,Heatran,Rillaboom
Tyranitar,Tangrowth,Zapdos,Tapu Lele,Urshifu-*,Excadrill
Toxapex,Tornadus-Therian,Hippowdon,Clefable,Corviknight,Chansey
Arctozolt,Dragonite,Dragapult,Ninetales-Alola,Heatran,Rillaboom
Chansey,Toxapex,Corviknight,Gastrodon,Mew,Clefable
Kommo-o,Ninetales-Alola,Mew,Volcarona,Clefable,Slowking-Galar
Barraskewda,Ferrothorn,Pelipper,Landorus-Therian,Tapu Lele,Rotom-Heat
Mew,Aegislash,Buzzwole,Heatran,Rillaboom,Hawlucha
Rillaboom,Latios,Suicune,Volcarona,Zeraora,Lycanroc-Dusk
Mew,Dragapult,Volcarona,Clefable,Melmetal,Ninetales-Alola
Heatran,Hawlucha,Latios,Volcarona,Rillaboom,Landorus-Therian
Mew,Dragapult,Volcarona,Clefable,Melmetal,Ninetales-Alola
Porygon-Z,Slowking,Ferrothorn,Garchomp,Zapdos,Kartana
Mew,Dragapult,Volcarona,Clefable,Melmetal,Ninetales-Alola
Kartana,Mew,Aegislash,Weavile,Dragonite,Blacephalon
Hatterene,Marowak-Alola,Melmetal,Crawdaunt,Porygon2,Cresselia
Kartana,Mew,Aegislash,Weavile,Dragonite,Blacephalon
Landorus-Therian,Tapu Lele,Excadrill,Toxapex,Gigalith,Buzzwole
Drapion,Ninetales-Alola,Corviknight,Landorus-Therian,Magnezone,Dubwool
Kartana,Mew,Aegislash,Weavile,Dragonite,Blacephalon
Bisharp,Dragapult,Rillaboom,Melmetal,Urshifu-*,Nidoking
Kartana,Mew,Aegislash,Weavile,Dragonite,Blacephalon
Zeraora,Dragapult,Heatran,Rillaboom,Clefable,Mandibuzz
Kartana,Mew,Aegislash,Weavile,Dragonite,Blacephalon
Dragapult,Kartana,Blissey,Tapu Fini,Landorus-Therian,Melmetal
Kartana,Landorus-Therian,Rotom-Wash,Heatran,Dragonite,Xatu
Kartana,Landorus-Therian,Rotom-Wash,Heatran,Dragonite,Xatu
Victini,Landorus-Therian,Regieleki,Zapdos,Kommo-o,Jirachi
Shuckle,Weavile,Dragapult,Cloyster,Clefable,Landorus-Therian
Tornadus-Therian,Bisharp,Rillaboom,Victini,Swampert,Kartana
Urshifu-*,Weavile,Garchomp,Melmetal,Cloyster,Dragonite
Regidrago,Melmetal,Slowbro,Tapu Koko,Landorus-Therian,Heatran
Moltres-Galar,Pelipper,Urshifu-*,Seismitoad,Ferrothorn,Gyarados
Urshifu-*,Weavile,Garchomp,Melmetal,Cloyster,Dragonite
Crawdaunt,Kingdra,Pelipper,Zapdos,Ferrothorn,Seismitoad
Ninetales-Alola,Moltres-Galar,Kartana,Mew,Tapu Bulu,Tapu Fini
Magnezone,Tapu Lele,Heatran,Buzzwole,Tornadus-Therian,Weavile
Ninetales-Alola,Moltres-Galar,Kartana,Mew,Tapu Bulu,Tapu Fini
Ferrothorn,Dragonite,Mew,Tapu Lele,Tyranitar,Toxapex
Ninetales-Alola,Moltres-Galar,Kartana,Mew,Tapu Bulu,Tapu Fini
Zapdos-Galar,Tapu Koko,Landorus-Therian,Ferrothorn,Dragapult,Heatran
Ninetales-Alola,Moltres-Galar,Kartana,Mew,Tapu Bulu,Tapu Fini
Hawlucha,Rillaboom,Kartana,Tyranitar,Mamoswine,Skarmory
Ninetales-Alola,Heatran,Dragapult,Scizor,Garchomp,Cloyster
Rotom-Wash,Bisharp,Zapdos-Galar,Dragapult,Urshifu-*,Landorus-Therian
Hawlucha,Rillaboom,Kartana,Tyranitar,Mamoswine,Skarmory
Mew,Kartana,Dragapult,Galvantula,Zapdos-Galar,Ninetales-Alola
Hawlucha,Rillaboom,Kartana,Tyranitar,Mamoswine,Skarmory
Hawlucha,Rillaboom,Kartana,Tyranitar,Tornadus-Therian,Skarmory
Kartana,Dragapult,Clefable,Rotom-Wash,Krookodile,Tornadus-Therian
Scizor,Rillaboom,Garchomp,Aegislash,Dragapult,Togekiss
Zapdos,Heatran,Buzzwole,Rillaboom,Tyranitar,Garchomp
Hatterene,Rillaboom,Gastrodon,Corviknight,Dragapult,Heatran
Togekiss,Scizor,Garchomp,Aegislash,Dragapult,Rillaboom
Mantine,Nihilego,Celesteela,Frosmoth,Ninetales-Alola,Victini
Togekiss,Scizor,Garchomp,Aegislash,Dragapult,Rillaboom
Torkoal,Volcanion,Rhyperior,Victini,Latias,Corviknight
Togekiss,Scizor,Garchomp,Aegislash,Dragapult,Rillaboom
Togekiss,Scizor,Garchomp,Aegislash,Dragapult,Rillaboom
Tapu Fini,Magnezone,Tapu Lele,Kartana,Hawlucha,Landorus-Therian
Slowbro,Toxapex,Tangrowth,Blissey,Landorus-Therian,Heatran
Togekiss,Scizor,Garchomp,Aegislash,Dragapult,Rillaboom
Togekiss,Scizor,Garchomp,Aegislash,Dragapult,Rillaboom
Slowbro,Buzzwole,Blissey,Kommo-o,Garchomp,Magnezone
Blissey,Toxapex,Celesteela,Landorus-Therian,Tornadus-Therian,Excadrill
Scizor,Rillaboom,Garchomp,Aegislash,Dragapult,Togekiss
Scizor,Xatu,Kartana,Turtonator,Togekiss,Cresselia
Venusaur,Charizard,Blastoise,Hydreigon,Metagross,Garchomp
Zoroark,Zeraora,Scizor,Kingdra,Eldegoss,Clefable
Xatu,Kartana,Zygarde-10%,Togekiss,Cresselia,Scizor
Rillaboom,Clefable,Garchomp,Urshifu-*,Tornadus-Therian,Ferrothorn
Xatu,Kartana,Gengar,Togekiss,Cresselia,Scizor
Tapu Fini,Heatran,Mandibuzz,Hippowdon,Ferrothorn,Dragapult
Xatu,Kartana,Gengar,Togekiss,Cresselia,Scizor
Rillaboom,Hawlucha,Rotom-Wash,Landorus-Therian,Tapu Lele,Mamoswine
Xatu,Kartana,Cresselia,Togekiss,Gengar,Weavile
Tapu Lele,Garchomp,Slowking,Corviknight,Magnezone,Kartana
Regieleki,Kommo-o,Celebi,Dragonite,Jirachi,Rillaboom
Nidoking,Nidoqueen,Corviknight,Araquanid,Dracozolt,Tyranitar
Regieleki,Kommo-o,Celebi,Dragonite,Jirachi,Rillaboom
Salamence,Pelipper,Seismitoad,Heliolisk,Barraskewda,Ferrothorn
Regieleki,Kommo-o,Celebi,Dragonite,Jirachi,Rillaboom
Regieleki,Kommo-o,Celebi,Dragonite,Jirachi,Rillaboom
Kartana,Slowbro,Zapdos,Landorus-Therian,Dragapult,Heatran
Mimikyu,Ferrothorn,Inteleon,Conkeldurr,Toxtricity,Arcanine
Regieleki,Kommo-o,Celebi,Dragonite,Jirachi,Rillaboom
Melmetal,Landorus-Therian,Kyurem,Tapu Fini,Tyranitar,Victini
Regieleki,Kommo-o,Celebi,Dragonite,Jirachi,Rillaboom
Regieleki,Kommo-o,Celebi,Dragonite,Jirachi,Rillaboom
Garchomp,Rillaboom,Tapu Fini,Slowking-Galar,Melmetal,Mandibuzz
Cinderace,Slowbro,Eiscue,Abomasnow,Garchomp,Mandibuzz
Latios,Garchomp,Azelf,Gyarados,Bisharp,Azumarill
Kyurem,Cinderace,Excadrill,Tyranitar,Slowbro,Tornadus-Therian
Ninetales-Alola,Sandaconda,Excadrill,Magearna,Zapdos-Galar,Zarude
Pelipper,Barraskewda,Heliolisk,Ferrothorn,Cinderace,Clefable
Noctowl,Pelipper,Seismitoad,Crawdaunt,Amoonguss,Registeel
Tapu Koko,Landorus-Therian,Hawlucha,Magearna,Blaziken,Dragapult
Pelipper,Barraskewda,Heliolisk,Ferrothorn,Cinderace,Clefable
Rillaboom,Zapdos,Obstagoon,Heatran,Tapu Fini,Excadrill
Aegislash,Clefable,Rotom-Wash,Landorus-Therian,Dragapult,Bisharp
Clefable,Tyranitar,Dragapult,Ferrothorn,Excadrill,Rotom-Wash
Rillaboom,Zapdos,Obstagoon,Heatran,Tapu Fini,Swampert
Rillaboom,Zapdos,Obstagoon,Heatran,Tapu Fini,Swampert
Mew,Garchomp,Keldeo-Resolute,Melmetal,Umbreon,Togekiss
Rillaboom,Tornadus-Therian,Blaziken,Melmetal,Garchomp,Slowbro
Rillaboom,Zapdos,Obstagoon,Heatran,Tapu Fini,Swampert
Rillaboom,Zapdos,Obstagoon,Heatran,Tapu Fini,Swampert
Regigigas,Weezing-Galar,Landorus-Therian,Dragapult,Slowbro,Toxapex
Rillaboom,Zapdos,Obstagoon,Heatran,Tapu Fini,Swampert
Raichu-Alola,Tapu Koko,Ferrothorn,Weavile,Slowking-Galar,Landorus-Therian
Heliolisk,Landorus-Therian,Torkoal,Heatran,Zoroark,Buzzwole
Wailord,Volcanion,Quagsire,Amoonguss,Blissey,Togekiss
Moltres-Galar,Aegislash,Buzzwole,Latios,Landorus-Therian,Bisharp
Urshifu-*,Slowking-Galar,Corviknight,Dragonite,Landorus-Therian,Dragapult
Moltres-Galar,Aegislash,Buzzwole,Latios,Landorus-Therian,Bisharp
Melmetal,Mamoswine,Volcanion,Sylveon,Dragapult,Buzzwole
Urshifu-*,Dragapult,Blacephalon,Tapu Lele,Zapdos,Tyranitar
Melmetal,Garchomp,Weavile,Urshifu-*,Slowking-Galar,Corviknight
Melmetal,Garchomp,Weavile,Urshifu-*,Slowking-Galar,Corviknight
Zapdos-Galar,Ferrothorn,Tapu Lele,Landorus-Therian,Weavile,Rotom-Wash
Clefable,Tyranitar,Corviknight,Slowbro,Garchomp,Volcarona
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Urshifu-*,Ferrothorn,Zapdos,Kartana,Tapu Lele,Garchomp
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Tapu Koko,Heatran,Gastrodon-East,Clefable,Skarmory,Zapdos
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Ferrothorn,Rotom-Wash,Tyranitar,Excadrill,Clefable,Dragapult
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Tapu Fini,Dragapult,Blacephalon,Landorus-Therian,Ferrothorn,Melmetal
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Dragapult,Heatran,Tapu Lele,Melmetal,Landorus-Therian,Tapu Fini
Crawdaunt,Dragapult,Hippowdon,Corviknight,Slowking-Galar,Toxapex
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Blissey,Corviknight,Toxapex,Quagsire,Buzzwole,Slowking-Galar
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Tapu Lele,Toxapex,Landorus-Therian,Buzzwole,Dragapult,Heatran
Heatran,Scizor,Rillaboom,Hippowdon,Mew,Hitmontop
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Rillaboom,Dhelmise,Volcarona,Tapu Fini,Landorus-Therian,Melmetal
Dragapult,Zapdos,Urshifu-*,Tapu Lele,Landorus-Therian,Melmetal
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Garchomp,Skarmory,Rotom-Wash,Slowking-Galar,Ferrothorn,Weavile
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Pelipper,Barraskewda,Regieleki,Tapu Lele,Landorus-Therian,Ferrothorn
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Mew,Cloyster,Gengar,Bisharp,Rillaboom,Hawlucha
Tyranitar,Rotom-Wash,Ferrothorn,Excadrill,Dragapult,Clefable
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Slowking,Toxapex,Hippowdon,Aegislash,Dragapult,Zapdos
Garchomp,Volcarona,Kartana,Dragonite,Heatran,Tapu Fini
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Clefable,Rillaboom,Gastrodon,Kartana,Heatran,Zapdos
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Clefable,Gastrodon,Ferrothorn,Volcarona,Tornadus-Therian,Tyranitar
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Tapu Koko,Zeraora,Hawlucha,Garchomp,Victini,Urshifu-*
Moltres-Galar,Aegislash,Buzzwole,Latios,Landorus-Therian,Bisharp
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Dragapult,Bisharp,Aegislash,Rillaboom,Blaziken,Kartana
Weavile,Urshifu-*,Heatran,Tapu Bulu,Bisharp,Zapdos
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Rotom-Wash,Jirachi,Clefable,Tyranitar,Landorus-Therian,Tornadus-Therian
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Landorus-Therian,Weavile,Aegislash,Dragapult,Urshifu-*,Entei
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Bisharp,Ferrothorn,Garchomp,Tornadus-Therian,Tapu Koko,Melmetal
Obstagoon,Zapdos,Landorus-Therian,Blacephalon,Slowking,Ferrothorn
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Tornadus-Therian,Corviknight,Kartana,Toxapex,Hippowdon,Heatran
Clefable,Rillaboom,Corviknight,Toxapex,Garchomp,Blissey
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Tyranitar,Excadrill,Ferrothorn,Slowbro,Clefable,Tornadus-Therian
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Landorus-Therian,Tapu Lele,Magnezone,Kartana,Dragonite,Weavile
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Regidrago,Nidoking,Urshifu-*,Landorus-Therian,Melmetal,Slowbro
Chansey,Landorus-Therian,Dragapult,Toxapex,Corviknight,Slowking-Galar
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Reuniclus,Hippowdon,Excadrill,Skarmory,Toxapex,Tapu Koko
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Dragapult,Kartana,Blissey,Tapu Fini,Landorus-Therian,Melmetal
Pelipper,Ferrothorn,Urshifu-*,Kingdra,Garchomp,Zapdos
Ninetales-Alola,Klefki,Scolipede,Gyarados,Garchomp,Tapu Fini
Rillaboom,Regieleki,Garchomp,Melmetal,Tapu Fini,Zapdos-Galar
Tapu Lele,Magnezone,Dragonite,Clefable,Garchomp,Gengar
Rillaboom,Regieleki,Garchomp,Melmetal,Tapu Fini,Zapdos-Galar
Tornadus-Therian,Diggersby,Ferrothorn,Nihilego,Rotom-Heat,Tapu Fini
Dragapult,Urshifu-*,Tapu Lele,Landorus-Therian,Ferrothorn,Tyranitar
Rillaboom,Regieleki,Garchomp,Melmetal,Tapu Fini,Zapdos-Galar
Talonflame,Seismitoad,Tangrowth,Gengar,Corviknight,Bewear
Rillaboom,Regieleki,Garchomp,Melmetal,Tapu Fini,Zapdos-Galar
Rillaboom,Regieleki,Garchomp,Melmetal,Tapu Fini,Zapdos-Galar
Necrozma,Tapu Lele,Urshifu-*,Tornadus-Therian,Garchomp,Melmetal
Tapu Koko,Hawlucha,Moltres-Galar,Garchomp,Dragonite,Melmetal
Melmetal,Dragapult,Regieleki,Landorus-Therian,Hydreigon,Tapu Fini
Melmetal,Dragapult,Regieleki,Landorus-Therian,Hydreigon,Tapu Fini
Tornadus-Therian,Slowbro,Excadrill,Ferrothorn,Tyranitar,Nidoking
Melmetal,Dragapult,Regieleki,Landorus-Therian,Hydreigon,Tapu Fini
Volcarona,Dragapult,Garchomp,Ferrothorn,Tapu Fini,Zapdos-Galar
Melmetal,Dragapult,Regieleki,Landorus-Therian,Hydreigon,Tapu Fini
Incineroar,Heatran,Tapu Koko,Rillaboom,Ferrothorn,Tapu Fini
Melmetal,Dragapult,Regieleki,Landorus-Therian,Hydreigon,Tapu Fini
Dragapult,Kartana,Garchomp,Tapu Fini,Heatran,Tornadus-Therian
Melmetal,Dragapult,Regieleki,Landorus-Therian,Hydreigon,Tapu Fini
Toxapex,Ferrothorn,Hatterene,Landorus-Therian,Victini,Dragapult
Landorus-Therian,Ferrothorn,Toxapex,Clefable,Dragonite,Dusclops
Melmetal,Dragapult,Regieleki,Landorus-Therian,Hydreigon,Tapu Fini
Tapu Lele,Landorus-Therian,Rillaboom,Dragapult,Regieleki,Heatran
Cresselia,Melmetal,Hatterene,Slowking,Reuniclus,Stakataka
Dragapult,Celesteela,Rillaboom,Bisharp,Blaziken,Nihilego
Melmetal,Weavile,Volcanion,Zapdos,Landorus-Therian,Kartana
Weavile,Zoroark,Dragapult,Rotom-Wash,Landorus-Therian,Magnezone
Tapu Lele,Tornadus-Therian,Hippowdon,Kartana,Umbreon,Toxapex
Chansey,Corviknight,Hippowdon,Toxapex,Clefable,Tornadus-Therian
Tapu Lele,Magnezone,Landorus-Therian,Volcanion,Weavile,Dragonite
Garchomp,Weavile,Celesteela,Mew,Blacephalon,Crawdaunt
Mew,Celesteela,Nihilego,Kartana,Landorus-Therian,Urshifu-*
Mew,Celesteela,Nihilego,Kartana,Landorus-Therian,Urshifu-*
Dragapult,Zapdos,Nihilego,Ferrothorn,Landorus-Therian,Crawdaunt
Landorus-Therian,Melmetal,Zapdos,Urshifu-*,Tapu Lele,Dragapult
Garchomp,Blaziken,Mew,Dragapult,Scizor,Weavile
Landorus-Therian,Melmetal,Zapdos,Urshifu-*,Tapu Lele,Dragapult
Swampert,Landorus-Therian,Primarina,Scizor,Weavile,Zapdos
Tyranitar,Buzzwole,Excadrill,Slowbro,Tornadus-Therian,Ferrothorn
Landorus-Therian,Melmetal,Zapdos,Urshifu-*,Tapu Lele,Dragapult
Landorus-Therian,Melmetal,Zapdos,Urshifu-*,Tapu Lele,Dragapult
Tapu Lele,Weavile,Garchomp,Clefable,Ferrothorn,Zapdos
Landorus-Therian,Magnezone,Tapu Fini,Garchomp,Tapu Lele,Kartana
Landorus-Therian,Melmetal,Zapdos,Urshifu-*,Tapu Lele,Dragapult
Mew,Weavile,Celesteela,Garchomp,Blacephalon,Crawdaunt
Victini,Dragapult,Dragonite,Ferrothorn,Landorus-Therian,Clefable
Pelipper,Urshifu-*,Dragapult,Landorus-Therian,Melmetal,Tapu Lele
Ferrothorn,Rotom-Wash,Tyranitar,Excadrill,Clefable,Dragapult
Garchomp,Blaziken,Mew,Dragapult,Scizor,Weavile
Ferrothorn,Rotom-Wash,Tyranitar,Excadrill,Clefable,Dragapult
Landorus-Therian,Melmetal,Zapdos,Urshifu-*,Tapu Lele,Dragapult
Rillaboom,Tornadus-Therian,Buzzwole,Melmetal,Garchomp,Slowbro
Ferrothorn,Rotom-Wash,Tyranitar,Excadrill,Clefable,Dragapult
Landorus-Therian,Volcanion,Kartana,Weavile,Zeraora,Stakataka
Mandibuzz,Buzzwole,Quagsire,Bronzong,Clefable,Toxapex
Tapu Lele,Magnezone,Landorus-Therian,Volcanion,Weavile,Dragonite
Volcanion,Ninetales-Alola,Corviknight,Arctozolt,Landorus-Therian,Tornadus-Therian
Urshifu-*,Tapu Lele,Landorus-Therian,Slowbro,Kartana,Tyranitar
Porygon-Z,Ferrothorn,Jellicent,Landorus-Therian,Tapu Koko,Dragonite
Zarude,Clefable,Slowking-Galar,Ferrothorn,Landorus-Therian,Moltres
Landorus-Therian,Regieleki,Weavile,Corviknight,Mew,Melmetal
