pokedex_number,name,generation,classfication,abilities,height_m,weight_kg,type1,type2,base_total,hp,attack,defense,sp_attack,sp_defense,speed,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fighting,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,capture_rate,base_egg_steps,base_happiness,is_legendary,is_mythical,is_mega
326,Grumpig,3,Manipulate Pokemon,"['Thick Fat', 'Own Tempo', 'Gluttony']",0.90000000000000002,71.5,Psychic,,470,80,45,65,90,110,80,2,2,1,1,1,0.5,0.5,1,2,1,1,0.5,1,1,0.5,1,1,1,60,5140,70,0,0,0
327,Spinda,3,Spot Panda Pokemon,"['Own Tempo', 'Tangled Feet', 'Contrary']",1.1000000000000001,5,Normal,,360,60,60,60,60,60,60,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,255,3855,70,0,0,0
328,Trapinch,3,Ant Pit Pokemon,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",0.69999999999999984,15,Ground,,290,45,100,45,45,45,10,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,255,5140,70,0,0,0
329,Vibrava,3,Vibration Pokemon,['Levitate'],1.1000000000000001,15.300000000000001,Ground,Dragon,340,50,70,50,50,50,70,1,1,2,0,2,1,0.5,1,1,1,0,4,1,0.5,1,0.5,1,1,120,5140,70,0,0,0
330,Flygon,3,Mystic Pokemon,['Levitate'],2,82,Ground,Dragon,520,80,100,80,80,80,100,1,1,2,0,2,1,0.5,1,1,1,0,4,1,0.5,1,0.5,1,1,45,5140,70,0,0,0
331,Cacnea,3,Cactus Pokemon,"['Sand Veil', 'Water Absorb']",0.40000000000000002,51.299999999999997,Grass,,335,50,85,40,85,40,35,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,190,5140,35,0,0,0
332,Cacturne,3,Scarecrow Pokemon,"['Sand Veil', 'Water Absorb']",1.3,77.400000000000006,Grass,Dark,475,70,115,60,115,60,55,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,60,5140,35,0,0,0
333,Swablu,3,Cotton Bird Pokemon,"['Natural Cure', 'Cloud Nine']",0.40000000000000002,1.2,Normal,Flying,310,45,40,60,40,75,50,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,255,5140,70,0,0,0
334,Altaria,3,Humming Pokemon,"['Natural Cure', 'Cloud Nine']",1.1000000000000001,20.600000000000001,Dragon,Flying,490,75,70,90,70,105,80,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,45,5140,70,0,0,0
334,Altaria-Mega,3,Humming Pokemon,['Pixilate'],1.5,20.600000000000001,Dragon,Fairy,590,75,110,110,110,105,80,0.5,0.5,0,0.5,2,0.5,0.5,1,1,0.5,1,2,1,2,1,1,2,0.5,45,5140,70,0,0,1
335,Zangoose,3,Cat Ferret Pokemon,"['Immunity', 'Toxic Boost']",1.3,40.299999999999997,Normal,,458,73,115,60,60,60,90,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,90,5140,70,0,0,0
336,Seviper,3,Fang Snake Pokemon,"['Shed Skin', 'Infiltrator']",2.7000000000000002,52.5,Poison,,458,73,100,60,100,60,65,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,90,5140,70,0,0,0
337,Lunatone,3,Meteorite Pokemon,['Levitate'],1,168,Rock,Psychic,460,90,55,65,95,85,70,2,2,1,1,1,1,0.5,0.5,2,2,0,1,0.5,0.5,0.5,1,2,2,45,6425,70,0,0,0
338,Solrock,3,Meteorite Pokemon,['Levitate'],1.2,154,Rock,Psychic,460,90,95,85,55,65,70,2,2,1,1,1,1,0.5,0.5,2,2,0,1,0.5,0.5,0.5,1,2,2,45,6425,70,0,0,0
339,Barboach,3,Whiskers Pokemon,"['Oblivious', 'Anticipation', 'Hydration']",0.40000000000000002,1.8999999999999999,Water,Ground,288,50,48,43,46,41,60,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,190,5140,70,0,0,0
340,Whiscash,3,Whiskers Pokemon,"['Oblivious', 'Anticipation', 'Hydration']",0.90000000000000002,23.600000000000001,Water,Ground,468,110,78,73,76,71,60,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,75,5140,70,0,0,0
341,Corphish,3,Ruffian Pokemon,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",0.59999999999999987,11.5,Water,,308,43,80,65,50,35,35,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,205,3855,70,0,0,0
342,Crawdaunt,3,Rogue Pokemon,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",1.1000000000000001,32.799999999999997,Water,Dark,468,63,120,85,90,55,55,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,155,3855,70,0,0,0
343,Baltoy,3,Clay Doll Pokemon,['Levitate'],0.5,21.5,Ground,Psychic,300,40,40,55,40,70,55,2,2,1,0,1,0.5,1,1,2,2,0,2,1,0.5,0.5,0.5,1,2,255,5140,70,0,0,0
344,Claydol,3,Clay Doll Pokemon,['Levitate'],1.5,108,Ground,Psychic,500,60,70,105,70,120,75,2,2,1,0,1,0.5,1,1,2,2,0,2,1,0.5,0.5,0.5,1,2,90,5140,70,0,0,0
345,Lileep,3,Sea Lily Pokemon,"['Suction Cups', 'Storm Drain']",1,23.800000000000001,Rock,Grass,355,66,41,77,61,87,23,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,45,7710,70,0,0,0
346,Cradily,3,Barnacle Pokemon,"['Suction Cups', 'Storm Drain']",1.5,60.399999999999999,Rock,Grass,495,86,81,97,81,107,43,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,45,7710,70,0,0,0
347,Anorith,3,Old Shrimp Pokemon,"['Battle Armor', 'Swift Swim']",0.69999999999999984,12.5,Rock,Bug,355,45,95,50,40,50,75,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,45,7710,70,0,0,0
348,Armaldo,3,Plate Pokemon,"['Battle Armor', 'Swift Swim']",1.5,68.200000000000003,Rock,Bug,495,75,125,100,70,80,45,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,45,7710,70,0,0,0
349,Feebas,3,Fish Pokemon,"['Swift Swim', 'Oblivious', 'Adaptability']",0.59999999999999987,7.4000000000000004,Water,,200,20,15,20,10,55,80,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,255,5140,70,0,0,0
350,Milotic,3,Tender Pokemon,"['Marvel Scale', 'Competitive', 'Cute Charm']",6.2000000000000002,162,Water,,540,95,60,79,100,125,81,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,5140,70,0,0,0
351,Castform,3,Weather Pokemon,['Forecast'],0.29999999999999988,0.80000000000000004,Normal,,420,70,70,70,70,70,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,6425,70,0,0,0
351,Castform-Sunny,3,Weather Pokemon,['Forecast'],0.29999999999999988,0.80000000000000004,Fire,,420,70,70,70,70,70,70,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,6425,70,0,0,0
351,Castform-Rainy,3,Weather Pokemon,['Forecast'],0.29999999999999988,0.80000000000000004,Water,,420,70,70,70,70,70,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,6425,70,0,0,0
351,Castform-Snowy,3,Weather Pokemon,['Forecast'],0.29999999999999988,0.80000000000000004,Ice,,420,70,70,70,70,70,70,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,45,6425,70,0,0,0
352,Kecleon,3,Color Swap Pokemon,"['Color Change', 'Protean']",1,22,Normal,,440,60,90,70,60,120,40,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,200,5140,70,0,0,0
353,Shuppet,3,Puppet Pokemon,"['Insomnia', 'Frisk', 'Cursed Body']",0.59999999999999987,2.2999999999999998,Ghost,,295,44,75,35,63,33,45,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,225,6425,35,0,0,0
354,Banette,3,Marionette Pokemon,"['Insomnia', 'Frisk', 'Cursed Body']",1.1000000000000001,12.5,Ghost,,455,64,115,65,83,63,65,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,45,6425,35,0,0,0
354,Banette-Mega,3,Marionette Pokemon,['Prankster'],1.2,13,Ghost,,555,64,165,75,93,83,75,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,45,6425,35,0,0,1
355,Duskull,3,Requiem Pokemon,"['Levitate', 'Frisk']",0.80000000000000004,15,Ghost,,295,20,40,90,30,90,25,0.5,2,1,1,1,0,1,1,2,1,0,1,0,0.5,1,1,1,1,190,6425,35,0,0,0
356,Dusclops,3,Beckon Pokemon,"['Pressure', 'Frisk']",1.6000000000000001,30.600000000000001,Ghost,,455,40,70,130,60,130,25,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,90,6425,35,0,0,0
357,Tropius,3,Fruit Pokemon,"['Chlorophyll', 'Solar Power', 'Harvest']",2,100,Grass,Flying,460,99,68,83,72,87,51,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,200,6425,70,0,0,0
358,Chimecho,3,Wind Chime Pokemon,['Levitate'],0.59999999999999987,1,Psychic,,455,75,50,80,95,90,65,2,2,1,1,1,0.5,1,1,2,1,0,1,1,1,0.5,1,1,1,45,6425,70,0,0,0
359,Absol,3,Disaster Pokemon,"['Pressure', 'Super Luck', 'Justified']",1.2,47,Dark,,465,65,130,60,75,60,75,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,30,6425,35,0,0,0
359,Absol-Mega,3,Disaster Pokemon,['Magic Bounce'],1.2,49,Dark,,565,65,150,60,115,60,115,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,30,6425,35,0,0,1
360,Wynaut,3,Bright Pokemon,"['Shadow Tag', 'Telepathy']",0.59999999999999987,14,Psychic,,260,95,23,48,23,48,23,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,125,5140,70,0,0,0
361,Snorunt,3,Snow Hat Pokemon,"['Inner Focus', 'Ice Body', 'Moody']",0.69999999999999984,16.800000000000001,Ice,,300,50,50,50,50,50,50,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,190,5140,70,0,0,0
362,Glalie,3,Face Pokemon,"['Inner Focus', 'Ice Body', 'Moody']",1.5,256.5,Ice,,480,80,80,80,80,80,80,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,75,5140,70,0,0,0
362,Glalie-Mega,3,Face Pokemon,['Refrigerate'],2.1000000000000001,350.19999999999999,Ice,,580,80,120,80,120,80,100,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,75,5140,70,0,0,1
363,Spheal,3,Clap Pokemon,"['Thick Fat', 'Ice Body', 'Oblivious']",0.80000000000000004,39.5,Ice,Water,290,70,40,50,55,50,25,1,1,1,2,1,2,0.5,1,1,2,1,0.125,1,1,1,2,1,0.5,255,5140,70,0,0,0
364,Sealeo,3,Ball Roll Pokemon,"['Thick Fat', 'Ice Body', 'Oblivious']",1.1000000000000001,87.59999999999998,Ice,Water,410,90,60,70,75,70,45,1,1,1,2,1,2,0.5,1,1,2,1,0.125,1,1,1,2,1,0.5,120,5140,70,0,0,0
365,Walrein,3,Ice Break Pokemon,"['Thick Fat', 'Ice Body', 'Oblivious']",1.3999999999999999,150.59999999999999,Ice,Water,530,110,80,90,95,90,65,1,1,1,2,1,2,0.5,1,1,2,1,0.125,1,1,1,2,1,0.5,45,5140,70,0,0,0
366,Clamperl,3,Bivalve Pokemon,"['Shell Armor', 'Rattled']",0.40000000000000002,52.5,Water,,345,35,64,85,74,55,32,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,255,5140,70,0,0,0
367,Huntail,3,Deep Sea Pokemon,"['Swift Swim', 'Water Veil']",1.7,27,Water,,485,55,104,105,94,75,52,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,5140,70,0,0,0
368,Gorebyss,3,South Sea Pokemon,"['Swift Swim', 'Hydration']",1.8,22.600000000000001,Water,,485,55,84,105,114,75,52,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,5140,70,0,0,0
369,Relicanth,3,Longevity Pokemon,"['Swift Swim', 'Rock Head', 'Sturdy']",1,23.399999999999999,Water,Rock,485,100,90,130,45,65,55,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,25,10280,70,0,0,0
370,Luvdisc,3,Rendezvous Pokemon,"['Swift Swim', 'Hydration']",0.59999999999999987,8.6999999999999975,Water,,330,43,30,55,40,65,97,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,225,5140,70,0,0,0
371,Bagon,3,Rock Head Pokemon,"['Rock Head', 'Sheer Force']",0.59999999999999987,42.100000000000001,Dragon,,300,45,75,60,40,30,50,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,45,10280,35,0,0,0
372,Shelgon,3,Endurance Pokemon,"['Rock Head', 'Overcoat']",1.1000000000000001,110.5,Dragon,,420,65,95,100,60,50,50,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,45,10280,35,0,0,0
373,Salamence,3,Dragon Pokemon,"['Intimidate', 'Moxie']",1.5,102.59999999999999,Dragon,Flying,600,95,135,80,110,80,100,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,45,10280,35,0,0,0
373,Salamence-Mega,3,Dragon Pokemon,['Aerilate'],1.8,112.59999999999999,Dragon,Flying,700,95,145,130,120,90,120,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,45,10280,35,0,0,1
374,Beldum,3,Iron Ball Pokemon,"['Clear Body', 'Light Metal']",0.59999999999999987,95.200000000000003,Steel,Psychic,300,40,55,80,35,60,30,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,3,10280,35,0,0,0
375,Metang,3,Iron Claw Pokemon,"['Clear Body', 'Light Metal']",1.2,202.5,Steel,Psychic,420,60,75,100,55,80,50,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,3,10280,35,0,0,0
376,Metagross,3,Iron Leg Pokemon,"['Clear Body', 'Light Metal']",1.6000000000000001,550,Steel,Psychic,600,80,135,130,95,90,70,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,3,10280,35,0,0,0
376,Metagross-Mega,3,Iron Leg Pokemon,['Tough Claws'],2.5,942.89999999999998,Steel,Psychic,700,80,145,150,105,110,110,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,3,10280,35,0,0,1
377,Regirock,3,Rock Peak Pokemon,"['Clear Body', 'Sturdy']",1.7,230,Rock,,580,80,100,200,50,100,50,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,3,20560,35,1,0,0
378,Regice,3,Iceberg Pokemon,"['Clear Body', 'Ice Body']",1.8,175,Ice,,580,80,50,100,100,200,50,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,3,20560,35,1,0,0
379,Registeel,3,Iron Pokemon,"['Clear Body', 'Light Metal']",1.8999999999999999,205,Steel,,580,80,75,150,75,150,50,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,3,20560,35,1,0,0
380,Latias,3,Eon Pokemon,['Levitate'],1.3999999999999999,40,Dragon,Psychic,600,80,80,90,110,130,110,2,2,2,0.5,2,0.5,0.5,1,2,0.5,0,2,1,1,0.5,1,1,0.5,3,30840,90,1,0,0
380,Latias-Mega,3,Eon Pokemon,['Levitate'],1.8,52,Dragon,Psychic,700,80,100,120,140,150,110,2,2,2,0.5,2,0.5,0.5,1,2,0.5,0,2,1,1,0.5,1,1,0.5,3,30840,90,1,0,1
381,Latios,3,Eon Pokemon,['Levitate'],2,60,Dragon,Psychic,600,80,90,80,130,110,110,2,2,2,0.5,2,0.5,0.5,1,2,0.5,0,2,1,1,0.5,1,1,0.5,3,30840,90,1,0,0
381,Latios-Mega,3,Eon Pokemon,['Levitate'],2.2999999999999998,70,Dragon,Psychic,700,80,130,100,160,120,110,2,2,2,0.5,2,0.5,0.5,1,2,0.5,0,2,1,1,0.5,1,1,0.5,3,30840,90,1,0,1
382,Kyogre,3,Sea Basin Pokemon,['Drizzle'],4.5,352,Water,,670,100,100,90,150,140,90,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,3,30840,0,1,0,0
382,Kyogre-Primal,3,Sea Basin Pokemon,['Primordial Sea'],9.8000000000000007,430,Water,,770,100,150,90,180,160,90,1,1,1,2,1,1,0,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5,30840,0,1,0,0
383,Groudon,3,Continent Pokemon,['Drought'],3.5,950,Ground,,670,100,150,140,100,90,90,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,3,30840,0,1,0,0
383,Groudon-Primal ,3,Continent Pokemon,['Desolate Land'],5,999.70000000000005,Ground,Fire,770,100,180,160,150,90,90,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,0,5,30840,0,1,0,0
384,Rayquaza,3,Sky High Pokemon,['Air Lock'],7,206.5,Dragon,Flying,680,105,150,90,150,90,95,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,45,30840,0,1,0,0
384,Rayquaza-Mega,3,Sky High Pokemon,['Delta Stream'],10.800000000000001,392,Dragon,Flying,780,105,180,100,180,100,115,0.5,1,2,0.5,2,0.5,0.5,1,1,0.25,0,2,1,1,1,1,1,0.5,3,30840,0,1,0,1
385,Jirachi,3,Wish Pokemon,['Serene Grace'],0.29999999999999988,1.1000000000000001,Steel,Psychic,600,100,100,100,100,100,100,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,3,30840,100,0,1,0
386,Deoxys,3,DNA Pokemon,['Pressure'],1.7,60.799999999999997,Psychic,,600,50,150,50,150,50,150,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,3,30840,0,0,1,0
386,Deoxys-Attack,3,DNA Pokemon,['Pressure'],1.7,60.799999999999997,Psychic,,600,50,180,20,180,20,150,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,3,30840,0,0,1,0
386,Deoxys-Defense,3,DNA Pokemon,['Pressure'],1.7,60.799999999999997,Psychic,,600,50,70,160,70,160,90,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,3,30840,0,0,1,0
386,Deoxys-Speed,3,DNA Pokemon,['Pressure'],1.7,60.799999999999997,Psychic,,600,50,95,90,95,90,180,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,3,30840,0,0,1,0
387,Turtwig,4,Tiny Leaf Pokemon,"['Overgrow', 'Shell Armor']",0.40000000000000002,10.199999999999999,Grass,,318,55,68,64,45,55,31,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,5140,70,0,0,0
388,Grotle,4,Grove Pokemon,"['Overgrow', 'Shell Armor']",1.1000000000000001,97,Grass,,405,75,89,85,55,65,36,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,5140,70,0,0,0
389,Torterra,4,Continent Pokemon,"['Overgrow', 'Shell Armor']",2.2000000000000002,310,Grass,Ground,525,95,109,105,75,85,56,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,45,5140,70,0,0,0
390,Chimchar,4,Chimp Pokemon,"['Blaze', 'Iron Fist']",0.5,6.2000000000000002,Fire,,309,44,58,44,58,44,61,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,5140,70,0,0,0
391,Monferno,4,Playful Pokemon,"['Blaze', 'Iron Fist']",0.90000000000000002,22,Fire,Fighting,405,64,78,52,78,52,81,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,45,5140,70,0,0,0
392,Infernape,4,Flame Pokemon,"['Blaze', 'Iron Fist']",1.2,55,Fire,Fighting,534,76,104,71,104,71,108,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,45,5140,70,0,0,0
393,Piplup,4,Penguin Pokemon,"['Torrent', 'Defiant']",0.40000000000000002,5.2000000000000002,Water,,314,53,51,53,61,56,40,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,5140,70,0,0,0
394,Prinplup,4,Penguin Pokemon,"['Torrent', 'Defiant']",0.80000000000000004,23,Water,,405,64,66,68,81,76,50,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,5140,70,0,0,0
395,Empoleon,4,Emperor Pokemon,"['Torrent', 'Defiant']",1.7,84.5,Water,Steel,530,84,86,88,111,101,60,0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,45,5140,70,0,0,0
396,Starly,4,Starling Pokemon,"['Keen Eye', 'Reckless']",0.29999999999999988,2,Normal,Flying,245,40,55,30,30,30,60,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,255,3855,70,0,0,0
397,Staravia,4,Starling Pokemon,"['Intimidate', 'Reckless']",0.59999999999999987,15.5,Normal,Flying,340,55,75,50,40,40,80,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,120,3855,70,0,0,0
398,Staraptor,4,Predator Pokemon,"['Intimidate', 'Reckless']",1.2,24.899999999999999,Normal,Flying,485,85,120,70,50,60,100,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,45,3855,70,0,0,0
399,Bidoof,4,Plump Mouse Pokemon,"['Simple', 'Unaware', 'Moody']",0.5,20,Normal,,250,59,45,40,35,40,31,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,255,3855,70,0,0,0
400,Bibarel,4,Beaver Pokemon,"['Simple', 'Unaware', 'Moody']",1,31.5,Normal,Water,410,79,85,60,55,60,71,1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,127,3855,70,0,0,0
401,Kricketot,4,Cricket Pokemon,"['Shed Skin', 'Run Away']",0.29999999999999988,2.2000000000000002,Bug,,194,37,25,41,25,41,25,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,255,3855,70,0,0,0
402,Kricketune,4,Cricket Pokemon,"['Swarm', 'Technician']",1,25.5,Bug,,384,77,85,51,55,51,65,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,45,3855,70,0,0,0
403,Shinx,4,Flash Pokemon,"['Rivalry', 'Intimidate', 'Guts']",0.5,9.5,Electric,,263,45,65,34,40,34,45,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,235,5140,70,0,0,0
404,Luxio,4,Spark Pokemon,"['Rivalry', 'Intimidate', 'Guts']",0.90000000000000002,30.5,Electric,,363,60,85,49,60,49,60,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,120,5140,100,0,0,0
405,Luxray,4,Gleam Eyes Pokemon,"['Rivalry', 'Intimidate', 'Guts']",1.3999999999999999,42,Electric,,523,80,120,79,95,79,70,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,5140,70,0,0,0
406,Budew,4,Bud Pokemon,"['Natural Cure', 'Poison Point', 'Leaf Guard']",0.20000000000000001,1.2,Grass,Poison,280,40,30,35,50,70,55,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,255,5140,70,0,0,0
407,Roserade,4,Bouquet Pokemon,"['Natural Cure', 'Poison Point', 'Technician']",0.90000000000000002,14.5,Grass,Poison,515,60,70,65,125,105,90,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,75,5140,70,0,0,0
408,Cranidos,4,Head Butt Pokemon,"['Mold Breaker', 'Sheer Force']",0.90000000000000002,31.5,Rock,,350,67,125,40,30,30,58,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,45,7710,70,0,0,0
409,Rampardos,4,Head Butt Pokemon,"['Mold Breaker', 'Sheer Force']",1.6000000000000001,102.5,Rock,,495,97,165,60,65,50,58,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,45,7710,70,0,0,0
410,Shieldon,4,Shield Pokemon,"['Sturdy', 'Soundproof']",0.5,57,Rock,Steel,350,30,42,118,42,88,30,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,45,7710,70,0,0,0
411,Bastiodon,4,Shield Pokemon,"['Sturdy', 'Soundproof']",1.3,149.5,Rock,Steel,495,60,52,168,47,138,30,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,45,7710,70,0,0,0
412,Burmy,4,Bagworm Pokemon,"['Shed Skin', 'Overcoat']",0.20000000000000001,3.3999999999999999,Bug,,224,40,29,45,29,45,36,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,120,3855,70,0,0,0
413,Wormadam ,4,Bagworm Pokemon,"['Anticipation', 'Overcoat']",0.5,6.5,Bug,Ground,424,60,79,105,59,85,36,1,1,1,0,1,0.5,2,2,1,1,0.5,2,1,0.5,1,1,1,2,45,3855,70,0,0,0
414,Mothim,4,Moth Pokemon,"['Swarm', 'Tinted Lens']",0.90000000000000002,23.300000000000001,Bug,Flying,424,70,94,50,94,50,66,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,45,3855,70,0,0,0
415,Combee,4,Tiny Bee Pokemon,"['Honey Gather', 'Hustle']",0.29999999999999988,5.5,Bug,Flying,244,30,30,42,30,42,70,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,120,3855,70,0,0,0
416,Vespiquen,4,Beehive Pokemon,"['Pressure', 'Unnerve']",1.2,38.5,Bug,Flying,474,70,80,102,80,102,40,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,45,3855,70,0,0,0
417,Pachirisu,4,EleSquirrel Pokemon,"['Run Away', 'Pickup', 'Volt Absorb']",0.40000000000000002,3.8999999999999999,Electric,,405,60,45,70,45,90,95,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,200,2570,100,0,0,0
